Current,Brand,Model,Headsize (sq in),Length (in),Beam Width (mm),Weight (g),Balance (cm),Swingweight (kg cm^2),Twistweight (kg cm^2),Recoil Weight (kg cm^2),Polarization Index,Sweet Zone (sq in),RA Stiffness,Vibration Frequency (Hz),String Pattern
False,Wilson,nTour,95.0,27.25,23.0,300.0,34.29,322.0,13.1,145.0,1.21,13.9,59.0,133.8,16x20
False,Wilson,nTour Two MP,95.0,27.25,22.0,296.0,35.08,325.0,12.9,139.0,1.18,13.73,63.0,143.1,16x20
False,Yonex,E-Zone 100,100.0,27.0,27.0,312.0,32.3,299.0,13.9,144.0,1.18,13.38,68.0,157.7,16x18
False,Yonex,E-Zone 107,107.0,27.0,28.0,297.0,33.8,302.0,14.6,134.0,1.15,14.1,70.0,160.8,16x18
False,Yonex,E-Zone Lite,100.0,27.0,27.0,292.0,33.3,288.0,13.0,129.0,1.13,11.2,64.0,151.5,16x18
False,Yonex,E-Zone Rally,107.0,27.0,26.0,284.0,34.2,284.0,14.7,118.0,1.06,11.1,63.0,146.2,16x19
False,Yonex,E-Zone Team 102,102.0,27.0,27.0,275.0,34.1,285.0,12.7,125.0,1.16,10.7,62.0,145.3,16x18
False,Yonex,E-Zone Team Plus 102,102.0,27.5,27.0,288.0,33.7,303.0,12.7,141.0,1.2,13.6,63.0,142.9,16x18
False,Yonex,E-Zone Xi,100.0,27.0,27.0,320.0,32.8,317.0,14.6,151.0,1.2,16.0,70.0,159.2,16x18
False,Yonex,E-Zone Xi 107,107.0,27.0,28.0,300.0,33.5,303.0,15.6,137.0,1.17,14.9,71.0,167.2,16x18
False,Yonex,E-Zone Xi 115,115.0,27.25,30.0,268.0,37.0,317.0,16.7,122.0,1.14,17.02,75.0,155.8,16x18
False,Yonex,E-Zone Xi 98,98.0,27.0,24.0,327.0,32.1,322.0,13.9,162.0,1.26,16.76,66.0,143.3,16x19
False,Yonex,E-Zone Xi Lite,100.0,27.0,27.0,296.0,33.4,302.0,14.2,140.0,1.21,13.9,69.0,155.8,16x18
False,Yonex,EZONE 100 (300g),100.0,27.0,27.0,318.0,33.0,322.0,14.8,154.0,1.24,15.9,69.0,160.5,16x19
False,Yonex,EZONE 100 Naomi Osaka LE,100.0,27.0,27.0,318.0,33.0,322.0,14.8,154.0,1.24,15.9,69.0,160.5,16x19
False,Yonex,EZONE 100+ (300g) Blue,100.0,27.5,27.0,318.0,34.0,337.0,14.8,154.0,1.19,17.9,70.0,154.0,16x19
False,Yonex,EZONE 100L,100.0,27.0,26.0,301.0,33.5,310.0,14.5,144.0,1.22,15.1,68.0,153.0,16x19
False,Yonex,EZONE 100L Naomi Osaka LE,100.0,27.0,26.0,301.0,33.5,310.0,14.5,144.0,1.22,15.1,68.0,153.0,16x19
False,Yonex,EZONE 105,105.0,27.0,26.0,283.0,34.0,304.0,15.0,141.0,1.27,14.6,66.0,152.4,16x19
False,Yonex,EZONE 108,108.0,27.25,28.0,272.0,34.2,305.0,15.1,146.0,1.34,15.0,68.0,149.8,16x19
False,Yonex,EZONE 98 (305g),98.0,27.0,25.0,320.0,32.4,317.0,14.3,156.0,1.24,16.2,64.0,149.1,16x19
False,Yonex,EZONE 98 Naomi Osaka LE,98.0,27.0,25.0,320.0,32.4,317.0,14.3,156.0,1.24,16.2,64.0,149.1,16x19
False,Yonex,EZONE 98 Tour,98.0,27.0,25.0,332.0,33.0,330.0,14.7,154.0,1.18,17.1,62.0,140.6,16x19
False,Yonex,EZONE 98+,98.0,27.5,25.0,323.0,33.2,334.0,14.2,160.0,1.22,17.1,64.0,141.9,16x19
False,Yonex,EZONE 98+ (305g) Blue,98.0,27.5,25.0,323.0,33.5,336.0,13.8,158.0,1.2,17.0,64.0,140.0,16x19
False,Yonex,EZONE 98L,98.0,27.0,24.0,301.0,34.0,313.0,14.2,140.0,1.19,15.4,64.0,146.4,16x19
False,Yonex,EZONE Ace,102.0,27.0,27.0,275.0,35.2,307.0,14.1,132.0,1.22,14.6,67.0,152.4,16x19
False,Yonex,EZONE Ai 100,100.0,27.0,26.0,314.0,33.0,321.0,14.0,155.0,1.26,16.4,67.0,154.8,16x19
False,Yonex,EZONE Ai 98,98.0,27.0,24.0,325.0,32.5,323.0,13.7,158.0,1.24,16.2,65.0,145.3,16x19
False,Yonex,EZONE Ai 98 Lite,98.0,27.0,24.0,299.0,34.25,315.0,13.5,139.0,1.19,15.5,65.0,148.8,16x19
False,Yonex,EZONE Ai Feel,102.0,27.0,27.0,271.0,36.0,305.0,13.4,122.0,1.15,14.2,67.0,154.8,16x19
False,Yonex,EZONE Ai Lite (Lime),100.0,27.0,26.0,288.0,33.5,293.0,13.2,134.0,1.19,12.4,64.0,161.3,16x19
False,Yonex,EZone DR 100,100.0,27.0,26.0,316.0,33.5,325.0,14.3,150.0,1.21,16.7,70.0,158.2,16x19
False,Yonex,EZone DR 98,98.0,27.0,24.0,325.0,32.7,326.0,13.7,159.0,1.25,16.6,63.0,140.8,16x19
False,Yonex,Ezone 100 (285g),100.0,27.0,26.0,300.0,33.3,304.0,13.9,141.0,1.2,14.3,69.0,165.6,16x19
False,Yonex,Ezone 100 (300g),100.0,27.0,26.0,316.0,32.8,321.0,15.4,157.0,1.27,16.9,70.0,156.1,16x19
False,Yonex,Ezone 98 (285g),98.0,27.0,25.0,302.0,33.8,317.0,13.7,146.0,1.23,15.6,64.0,148.2,16x19
False,Yonex,Ezone 98 (305g),98.0,27.0,25.0,324.0,32.0,320.0,13.4,163.0,1.28,15.8,63.0,142.5,16x19
False,Yonex,Ezone DR 100+ Blue,100.0,27.5,25.0,314.0,33.5,332.0,14.3,159.0,1.25,17.3,70.0,156.3,16x19
False,Yonex,Ezone DR 98+ Blue,98.0,27.5,24.0,326.0,33.0,334.0,13.7,162.0,1.22,16.4,62.0,141.7,16x19
False,Yonex,Ezone Lite,100.0,27.0,27.0,282.0,33.3,292.0,13.2,139.0,1.26,12.1,64.0,155.7,16x18
False,Yonex,RDS 001 MP,98.0,27.0,21.0,332.0,31.43,309.0,13.4,157.0,1.21,12.02,65.0,147.7,16x19
False,Yonex,RDS 001 Mid,90.0,27.0,20.0,341.0,31.43,320.0,11.7,163.0,1.22,14.5,66.0,150.0,16x18
False,Yonex,RDS 002,98.0,27.0,23.0,312.0,32.75,305.0,12.8,144.0,1.18,14.36,65.0,147.7,16x19
False,Yonex,RDS 002 Tour,98.0,27.0,20.0,344.0,31.75,329.0,13.4,166.0,1.23,15.44,63.0,143.1,16x19
False,Yonex,RDS 003,100.0,27.25,24.0,310.0,32.38,305.0,12.1,150.0,1.21,14.01,66.0,150.0,16x19
False,Yonex,RDiS 100 MP,98.0,27.0,21.0,337.0,31.6,319.0,10.8,162.0,1.23,14.03,64.0,149.3,16x19
False,Yonex,RDiS 100 Mid,93.0,27.0,20.0,343.0,31.75,325.0,11.7,163.0,1.21,14.49,69.0,153.0,16x20
False,Yonex,RDiS 200,98.0,27.0,23.0,334.0,32.0,326.0,11.1,164.0,1.25,14.2,63.0,135.8,16x19
False,Yonex,RDiS 300 MP,100.0,27.0,24.0,316.0,32.75,314.0,10.7,150.0,1.21,14.02,62.0,143.7,16x19
False,Yonex,RQ IS 2 Tour,100.0,27.5,27.0,307.0,34.0,323.0,13.2,146.0,1.17,15.03,67.0,152.3,16x18
False,Yonex,RQ iS 1 Tour,95.0,27.0,25.0,336.0,31.43,317.0,11.1,163.0,1.24,12.13,57.0,129.2,16x18
False,Yonex,RQ iS 1 Tour XL 100,100.0,27.0,26.0,284.0,35.0,309.0,13.5,131.0,1.18,13.88,68.0,154.6,16x18
False,Yonex,RQ iS 1 Tour XL 95,95.0,27.0,25.0,328.8,32.0,318.0,11.8,159.0,1.23,13.68,64.0,145.4,16x18
False,Yonex,RQ iS 1 Tour XL 95 Lite,95.0,27.0,25.0,304.2,34.25,319.0,11.5,140.0,1.17,13.68,63.0,144.6,16x18
False,Yonex,RQS 11 MP,100.0,27.5,25.0,293.0,33.97,308.0,12.2,140.0,1.18,13.97,65.0,147.7,16x18
False,Yonex,RQS 33,107.0,27.5,27.0,279.0,35.56,320.0,14.6,138.0,1.22,15.67,68.0,154.6,16x18
False,Yonex,RQS 55,112.0,27.5,29.0,268.0,37.14,323.0,15.2,126.0,1.16,16.23,66.0,150.0,16x18
False,Yonex,Regna 100,100.0,27.0,23.0,312.0,33.5,318.0,14.4,146.0,1.19,16.2,65.0,143.0,16x19
False,Yonex,Regna 98,98.0,27.0,23.0,326.0,32.0,322.0,14.0,164.0,1.28,16.7,65.0,141.4,16x19
False,Yonex,S-Fit 1,100.0,27.0,27.0,313.4,32.25,307.0,12.3,152.0,1.24,12.91,68.0,154.6,16x19
False,Yonex,S-Fit 1 Lite,100.0,27.0,27.0,300.4,33.4,304.0,12.6,140.0,1.19,13.64,70.0,159.2,16x19
False,Yonex,S-Fit 3,105.0,27.25,29.0,290.0,34.5,313.0,13.6,139.0,1.2,14.47,69.0,156.9,16x19
False,Yonex,S-Fit 5,112.0,27.25,28.0,282.2,35.3,311.0,14.8,130.0,1.15,14.94,68.0,154.6,16x19
False,Yonex,V CORE SV 100,100.0,27.0,25.0,320.0,32.9,318.0,14.3,150.0,1.2,16.2,71.0,158.2,16x19
False,Yonex,V CORE SV 100 Lite,100.0,27.0,25.0,300.0,33.5,311.0,13.9,145.0,1.23,14.9,70.0,159.7,16x19
False,Yonex,V CORE SV 95,95.0,27.0,21.0,328.0,31.6,318.0,12.9,165.0,1.28,16.1,65.0,143.3,16x20
False,Yonex,V CORE SV 98,98.0,27.0,23.0,324.0,32.4,321.0,13.8,158.0,1.24,16.1,67.0,151.5,16x20
False,Yonex,V CORE SV 98 Lite,98.0,27.0,23.0,304.0,33.1,310.0,13.3,148.0,1.24,14.8,66.0,150.2,16x20
False,Yonex,V Core 100 S,100.0,27.0,25.0,314.0,32.5,302.0,12.8,143.0,1.16,13.38,72.0,164.5,16x19
False,Yonex,V Core 95 D,95.0,27.0,22.0,332.0,32.0,311.0,12.0,150.0,1.15,13.8,65.0,147.5,16x20
False,Yonex,V Core 98 D,98.0,27.0,23.0,325.0,31.9,306.0,12.2,150.0,1.18,13.6,67.0,152.4,16x20
False,Yonex,V Core 98 Team,98.0,27.0,24.0,297.0,34.0,301.0,12.6,130.0,1.12,12.64,67.0,150.6,16x20
False,Yonex,VCORE 100 (300),100.0,27.0,26.0,318.0,33.0,320.0,14.6,152.0,1.22,16.5,69.0,144.9,16x19
False,Yonex,VCORE 100 (300) Galaxy Black,100.0,27.0,26.0,318.0,33.0,320.0,14.6,152.0,1.22,16.5,69.0,144.9,16x19
False,Yonex,VCORE 100+,100.0,27.5,26.0,318.0,34.0,341.0,14.3,158.0,1.22,17.7,68.0,149.4,16x19
False,Yonex,VCORE 100+ (2021),100.0,27.5,27.0,333.0,34.0,333.0,14.7,141.0,1.04,17.2,66.0,144.7,16x19
False,Yonex,VCORE 100L,100.0,27.0,26.0,298.0,33.7,306.0,14.1,139.0,1.19,14.4,66.0,149.4,16x19
False,Yonex,VCORE 95,95.0,27.0,22.0,326.0,32.0,323.0,13.6,165.0,1.29,16.3,64.0,143.3,16x20
False,Yonex,VCORE 95 (2018),95.0,27.0,22.0,326.0,32.0,325.0,13.0,167.0,1.31,14.8,62.0,139.1,16x20
False,Yonex,VCORE 98 (305),98.0,27.0,23.0,323.0,32.5,322.0,14.0,158.0,1.25,16.4,65.0,144.2,16x19
False,Yonex,VCORE 98 (305) Galaxy Black,98.0,27.0,23.0,323.0,32.5,322.0,14.0,158.0,1.25,16.4,65.0,144.2,16x19
False,Yonex,VCORE 98 Limited,98.0,27.0,23.0,323.0,32.5,322.0,14.0,158.0,1.25,16.4,65.0,144.2,16x19
False,Yonex,VCORE 98+,98.0,27.5,23.0,323.0,33.5,340.0,13.9,162.0,1.23,17.1,64.0,138.9,16x19
False,Yonex,VCORE 98L,98.0,27.0,23.0,301.0,33.0,307.0,13.7,148.0,1.25,14.5,65.0,148.5,16x19
False,Yonex,VCORE Pro 100,100.0,27.0,24.0,318.0,33.0,321.0,14.7,153.0,1.23,16.7,63.0,139.4,16x19
False,Yonex,VCORE Pro 100 (300),100.0,27.0,21.0,318.0,33.0,320.0,14.3,152.0,1.22,16.2,65.5,148.2,16x19
False,Yonex,VCORE Pro 97 (310),97.0,27.0,20.0,326.0,32.0,318.0,13.8,160.0,1.25,16.1,64.0,140.9,16x19
False,Yonex,VCORE Pro 97 (310) (2018),97.0,27.0,20.0,326.0,32.0,317.0,13.5,159.0,1.24,15.8,64.0,142.2,16x19
False,Yonex,VCORE Pro 97 (330),97.0,27.0,20.0,347.5,32.0,331.0,14.5,163.0,1.1949999999999998,17.05,65.0,139.15,16x19
False,Yonex,VCORE Pro 97HD ((18x20)),97.0,27.0,20.0,337.0,32.0,326.0,14.1,163.0,1.23,17.1,59.0,130.8,18x20
False,Yonex,VCORE Tour 89,89.0,27.0,21.0,343.0,32.0,331.0,13.3,165.0,1.23,16.75,65.0,139.7,16x20
False,Yonex,VCORE Tour 97,97.0,27.0,21.0,351.0,32.0,332.0,14.1,162.0,1.18,17.01,67.0,145.3,16x20
False,Yonex,VCORE Tour 97 (310g),97.0,27.0,21.0,327.0,32.3,312.0,13.5,149.0,1.16,14.82,68.0,149.7,16x20
False,Yonex,VCORE Tour G (310),97.0,27.0,21.0,328.0,32.1,313.0,14.0,153.0,1.19,15.2,63.0,140.8,16x20
False,Yonex,VCORE Tour G 330 (Wawrinka),97.0,27.0,21.0,345.0,32.0,330.0,14.6,163.0,1.21,17.1,63.0,141.2,16x20
False,Yonex,VCORE Xi 100,100.0,27.0,24.0,314.0,33.0,303.0,13.9,137.0,1.11,13.9,71.0,164.5,16x19
False,Yonex,VCORE Xi 98,98.0,27.0,22.0,324.0,32.9,311.0,13.5,141.0,1.11,14.7,69.0,155.8,16x20
False,Yonex,VCore SV 100+,100.0,27.5,26.0,308.0,33.8,339.0,14.6,165.0,1.32,17.8,70.0,152.3,16x19
False,Yonex,VCore SV 98+,98.0,27.5,23.0,326.0,33.0,339.0,13.6,167.0,1.26,17.0,68.0,144.5,16x20
False,Yonex,Vcore Duel G 100,100.0,27.0,22.0,315.0,32.9,311.0,13.8,146.0,1.18,14.9,66.0,149.7,16x20
False,Yonex,Vcore Duel G 97 (310g),97.0,27.0,21.0,321.0,32.0,306.0,12.9,151.0,1.2,13.6,66.0,147.1,16x20
False,Yonex,Vcore Duel G 97 (330g),97.0,27.0,21.0,346.0,32.3,334.0,14.1,162.0,1.19,17.1,67.0,147.1,16x20
False,Yonex,Vcore Si 100,100.0,27.0,25.0,314.0,33.1,316.0,14.6,148.0,1.2,16.1,71.0,164.5,16x19
False,Yonex,Vcore Si 98,98.0,27.0,23.0,321.0,32.9,319.0,13.9,151.0,1.2,16.0,71.0,160.3,16x20
False,Yonex,Vcore Tour F 93,93.0,27.0,22.0,326.0,32.0,311.0,12.3,153.0,1.2,14.1,65.0,141.2,16x21
False,Yonex,Vcore Tour F 97 (290),97.0,27.0,22.0,308.0,33.7,314.0,13.1,141.0,1.17,14.9,66.0,152.4,16x21
False,Yonex,Vcore Tour F 97 (310),97.0,27.0,22.0,327.0,32.0,315.0,13.4,157.0,1.23,15.2,67.0,150.2,16x21
True,Babolat,Pure Aero (2019),100.0,27.0,26.0,318.0,33.0,324.0,15.4,156.0,1.25,17.1,67.0,143.4,16x19
True,Babolat,Pure Aero 2023,100.0,27.0,25.0,318.0,33.0,322.0,14.6,154.0,1.24,17.0,65.0,140.8,16x19
True,Babolat,Pure Aero 98 2023,98.0,27.0,25.0,323.0,32.5,327.0,15.4,163.0,1.29,17.2,65.0,147.9,16x20
True,Babolat,Pure Aero Lite 2023,100.0,27.0,26.0,283.0,34.0,304.0,14.5,141.0,1.27,14.3,65.0,150.2,16x19
True,Babolat,Pure Aero Plus (2019),100.0,27.5,26.0,320.0,33.0,330.0,14.3,161.0,1.24,17.0,68.0,156.0,16x19
True,Babolat,Pure Aero Plus 2023,100.0,27.5,27.0,320.0,33.0,334.0,14.7,165.0,1.27,17.3,65.0,143.1,16x19
True,Babolat,Pure Aero Team 2023,100.0,27.0,25.0,301.0,32.6,302.0,14.3,148.0,1.25,14.2,67.0,157.5,16x19
True,Babolat,Pure Aero Tour (2019),100.0,27.0,26.0,335.0,32.3,327.0,15.1,160.0,1.22,17.1,68.0,154.7,16x19
True,Babolat,Pure Drive (2021),100.0,27.0,27.0,318.0,33.0,320.0,15.6,152.0,1.22,17.0,71.0,161.0,16x19
True,Babolat,Pure Drive 107 2021,107.0,27.2,25.0,301.0,33.0,309.0,15.5,150.0,1.25,15.1,68.0,152.5,16x19
True,Babolat,Pure Drive 110 2021,110.0,27.6,27.0,269.0,34.0,298.0,14.3,143.0,1.3,13.3,70.0,153.6,16x19
True,Babolat,Pure Drive Lite 2021,100.0,27.0,25.0,283.0,34.0,299.0,14.2,136.0,1.23,13.5,69.0,160.2,16x19
True,Babolat,Pure Drive Plus 2021,100.0,27.5,26.0,318.0,33.0,324.0,14.2,156.0,1.21,16.4,69.0,153.5,16x19
True,Babolat,Pure Drive Team 2021,100.0,27.0,25.0,301.0,32.6,313.0,14.4,159.0,1.35,15.5,69.0,159.1,16x19
True,Babolat,Pure Stike 98 18x20 2024,98.0,27.0,23.0,323.0,33.0,332.0,15.5,161.0,1.27,17.7,63.0,143.3,18x20
True,Babolat,Pure Strike 100 16x20 2024,100.0,27.0,23.0,323.0,32.0,320.0,14.8,164.0,1.3,15.9,61.0,135.1,16x20
True,Babolat,Pure Strike 100 2024,100.0,27.0,23.0,324.0,33.0,324.0,15.1,153.0,1.2,16.8,63.0,140.8,16x19
True,Babolat,Pure Strike 100 3rd Gen,100.0,27.0,24.0,323.0,33.0,327.0,15.0,156.0,1.23,17.0,66.0,154.8,16x19
True,Babolat,Pure Strike 103,103.0,27.0,24.0,301.0,33.0,303.0,14.6,144.0,1.22,14.2,65.0,149.2,16x19
True,Babolat,Pure Strike 16x19 3rd Gen,98.0,27.0,24.0,323.0,33.0,327.0,14.8,156.0,1.23,16.9,66.0,146.9,16x19
True,Babolat,Pure Strike 18x20 3rd Gen,98.0,27.0,24.0,323.0,33.0,334.0,15.1,163.0,1.29,17.5,66.0,140.9,18x20
True,Babolat,Pure Strike 97,97.0,27.0,22.5,332.0,32.0,321.0,15.1,160.0,1.23,16.7,63.0,139.3,16x20
True,Babolat,Pure Strike 98 16x19 2024,98.0,27.0,23.0,323.0,33.0,330.0,15.6,159.0,1.26,17.5,64.0,142.9,16x19
True,Babolat,Pure Strike Team 2024,100.0,27.0,23.0,303.0,34.0,307.0,14.1,132.0,1.11,15.1,64.0,152.9,16x19
True,Babolat,Pure Strike Tour 3rd Gen,98.0,27.0,24.0,340.0,32.5,333.0,14.8,161.0,1.21,17.3,65.0,139.2,16x19
True,Dunlop,CX 200,98.0,27.0,22.0,323.0,32.3,315.5,14.15,154.5,1.22,15.55,64.0,147.1,16x19
True,Dunlop,CX 200 OS,105.0,27.0,21.5,310.5,33.5,316.0,15.2,144.5,1.185,16.2,62.0,143.6,16x19
True,Dunlop,CX 200 Tour 16x19,95.0,27.0,21.0,326.0,32.0,318.0,13.6,160.0,1.25,15.7,63.0,137.5,16x19
True,Dunlop,CX 200 Tour 18x20,95.0,27.0,21.0,332.0,32.0,319.0,13.6,158.0,1.21,15.9,62.0,139.2,18x20
True,Dunlop,CX 400,100.0,27.0,24.5,301.0,33.75,313.0,14.8,143.0,1.21,15.9,69.0,169.5,16x19
True,Dunlop,CX 400 Tour,100.0,27.0,23.5,317.5,33.0,319.5,14.5,151.5,1.22,15.95,66.0,147.7,16x19
True,Dunlop,FX 500 2023,100.0,27.0,27.0,320.0,33.0,321.0,16.2,152.0,1.21,17.1,69.0,162.6,16x19
True,Dunlop,FX 500 LS 2023,100.0,27.0,27.0,301.0,33.5,305.0,15.1,139.0,1.18,14.8,67.0,163.9,16x19
True,Dunlop,FX 500 Lite 2023,100.0,27.0,27.0,283.0,34.0,301.0,14.6,138.0,1.24,14.2,68.0,163.9,16x18
True,Dunlop,FX 500 Tour 2023,98.0,27.0,24.0,320.0,32.5,317.0,15.1,155.0,1.24,16.2,65.0,146.3,16x19
True,Dunlop,FX 700 2023,107.0,27.5,27.0,325.0,34.8,325.0,16.2,125.0,0.95,17.0,67.0,156.4,16x18
True,Dunlop,SX 300,100.0,27.0,25.0,318.0,33.0,322.0,15.0,154.0,1.24,16.6,68.0,152.0,16x19
True,Dunlop,SX 300 Tour,98.0,27.0,26.0,323.0,32.5,324.0,14.7,160.0,1.26,16.7,66.0,148.5,16x19
True,Head,Boom MP 2022,100.0,27.0,25.0,315.0,32.7,318.0,14.3,156.0,1.26,16.2,64.0,144.3,16x19
True,Head,Boom Pro 2022,98.0,27.0,23.0,329.0,32.4,325.0,14.6,160.0,1.24,16.6,67.0,145.9,16x19
True,Head,Extreme MP 2022,100.0,27.0,27.0,318.0,33.0,322.0,14.3,154.0,1.24,16.3,66.0,152.2,16x19
True,Head,Extreme Tour 2022,98.0,27.0,24.0,320.0,32.5,317.0,13.9,155.0,1.24,15.6,63.0,138.2,16x19
True,Head,Graphene 360+ Gravity Pro,100.0,27.0,20.0,332.0,32.4,332.0,14.5,165.0,1.27,17.2,62.0,138.0,18x20
True,Head,Graphene 360+ Gravity Tour,100.0,27.0,23.0,323.0,33.0,325.0,14.8,154.0,1.22,17.1,61.0,139.0,18x20
True,Head,Graphene 360+ Prestige Midplus,98.0,27.0,20.0,337.0,32.0,323.0,13.9,160.0,1.21,16.3,61.0,135.4,18x20
True,Head,Graphene 360+ Prestige Tour,99.0,27.0,21.0,323.0,33.0,326.0,14.9,155.0,1.22,16.9,65.0,145.6,18x19
True,Head,Graphene 360+ Radical MP,98.0,27.0,22.0,318.0,33.0,326.0,14.4,158.0,1.27,16.7,65.0,145.6,16x19
True,Head,Graphene 360+ Speed MP,100.0,27.0,23.5,318.0,33.0,328.0,14.4,160.0,1.28,16.8,64.0,144.7,16x19
True,Head,Graphene 360+ Speed Pro,100.0,27.0,23.5,329.0,32.5,329.0,14.4,162.0,1.26,16.9,62.0,139.1,18x20
True,Head,Graphene Touch Radical MP,98.0,27.0,23.0,310.0,33.0,327.0,14.3,163.0,1.34,16.7,65.0,151.4,16x19
True,Head,Graphene Touch Radical S,102.0,27.0,25.0,293.0,33.1,301.0,14.1,145.0,1.26,13.6,61.0,142.8,16x19
True,Head,Graphene XT Speed S,100.0,27.0,23.0,303.0,34.0,315.0,13.2,140.0,1.18,15.2,69.0,149.3,16x19
True,Head,Prestige Classic 2.0,93.0,27.0,20.0,349.0,31.8,329.0,13.8,163.0,1.19,16.9,61.0,141.2,18x20
True,Head,Prestige MP 2021,99.0,27.0,23.0,326.0,33.2,334.0,15.6,159.0,1.24,17.7,66.0,141.1,18x19
True,Head,Prestige MP L 2023,99.0,27.0,22.0,318.0,32.5,309.0,14.2,148.0,1.19,15.0,61.0,144.9,16x19
True,Head,Prestige Pro 2023,98.0,27.0,20.0,337.0,32.0,324.0,14.5,161.0,1.22,16.8,58.0,137.0,18x20
True,Head,Prestige Tour 2021,95.0,27.0,23.0,335.0,32.6,341.0,14.7,170.0,1.29,17.7,65.0,137.8,16x19
True,Head,Radical MP 2023,98.0,27.0,22.0,318.0,33.0,323.0,14.5,155.0,1.24,16.3,65.0,150.2,16x19
True,Head,Radical Pro 2023,98.0,27.0,22.0,332.0,32.4,325.0,14.3,158.0,1.21,16.6,64.0,149.7,16x19
True,Head,Radical Team 2023,102.0,27.0,25.0,295.0,33.0,305.0,14.9,149.0,1.29,14.8,63.0,142.9,16x19
True,Head,Speed MP 2022,100.0,27.0,24.0,315.0,33.0,323.0,14.3,156.0,1.26,16.8,62.0,138.1,16x19
True,Head,Speed MP 2024,100.0,27.0,24.0,315.0,33.0,330.0,14.9,163.0,1.32,18.0,60.0,138.1,16x19
True,Head,Speed MP L 2024,100.0,27.0,23.5,295.0,33.5,313.0,13.9,150.0,1.3,15.5,60.0,140.1,16x19
True,Head,Speed Pro 2022,100.0,27.0,24.0,326.0,32.5,326.0,14.3,161.0,1.26,16.9,62.0,139.7,18x20
True,Head,Speed Pro 2024,100.0,27.0,24.0,329.0,32.5,333.0,14.8,166.0,1.29,17.3,60.0,137.0,18x20
True,Head,Speed Team 2024,105.0,27.2,24.75,283.0,33.5,306.0,14.9,150.0,1.33,14.9,61.0,142.9,16x19
True,Head,Titanium Ti.S6,115.0,27.75,29.0,242.0,38.1,301.0,14.6,110.0,1.1,13.08,62.0,140.8,16x19
True,Prince,ATS Textreme Tour 100 290,100.0,27.0,24.0,306.0,33.0,318.0,15.1,156.0,1.3,16.6,62.0,139.4,16x18
True,Prince,ATS Textreme Tour 100 310,100.0,27.0,24.0,326.0,32.0,323.0,14.4,165.0,1.29,17.0,62.0,138.9,16x18
True,Prince,ATS Textreme Tour 100P,100.0,27.0,24.0,322.0,32.0,322.0,13.7,166.0,1.32,16.7,61.0,130.0,18x20
True,Prince,ATS Textreme Tour 95,95.0,27.0,23.0,337.0,31.75,324.0,14.3,165.0,1.25,16.9,61.0,133.3,16x19
True,Prince,ATS Textreme Tour 98,98.0,27.0,24.0,323.0,32.5,325.0,13.6,161.0,1.27,16.6,62.0,138.1,16x19
True,Prince,Hydrogen Random 300g,100.0,27.0,26.0,318.0,32.5,321.0,15.6,160.0,1.28,17.0,68.0,158.2,16x19
True,Prince,Phantom 100G,100.0,27.0,20.0,326.0,32.0,318.0,14.5,160.0,1.25,16.0,59.0,130.0,16x18
True,Prince,Phantom 100G LB,100.0,28.0,20.0,329.0,32.75,335.0,13.9,165.0,1.19,16.3,59.0,128.0,16x18
True,Prince,Phantom 100X 18x20,100.0,27.0,21.0,335.0,31.5,324.0,14.5,169.0,1.29,16.8,59.0,133.9,18x20
True,Prince,Phantom 100X 290g,100.0,27.0,21.0,306.0,33.0,319.0,14.5,157.0,1.31,16.3,58.0,133.2,16x18
True,Prince,Phantom 100X 305g,100.0,27.0,21.0,323.0,32.25,321.0,14.3,161.0,1.27,16.4,58.0,133.2,16x18
True,Prince,Phantom 107G,107.0,27.0,20.0,323.0,32.0,319.0,15.5,163.0,1.29,17.0,63.0,135.9,16x19
True,Prince,Phantom 93P (18x20),93.0,27.0,20.0,346.0,31.5,329.0,13.9,169.0,1.25,17.0,60.0,135.4,18x20
True,Prince,Phantom 97P,97.0,27.0,20.0,335.0,31.75,320.0,14.1,162.0,1.23,16.4,58.0,134.6,16x18
True,Prince,Phantom Pro 100 (18x20),100.0,27.0,20.0,337.0,31.5,326.0,15.0,170.0,1.29,17.0,55.0,130.2,18x20
True,Prince,RipStick 280,100.0,27.0,26.0,295.0,34.8,319.0,15.9,138.0,1.19,15.7,63.0,141.8,16x18
True,Prince,Textreme Warrior 100,100.0,27.0,25.0,315.0,32.5,315.0,13.7,156.0,1.26,15.7,66.0,141.2,16x18
True,Prince,Textreme Warrior 100 ESP,100.0,27.0,25.0,315.0,32.5,316.0,14.0,157.0,1.27,16.0,65.0,145.1,14x16
True,Prince,Tour Diablo MP,100.0,27.25,20.0,326.0,32.0,317.0,13.5,159.0,1.22,15.9,60.0,133.9,16x18
True,Prince,Twistpower X100,100.0,27.0,24.0,306.0,33.0,314.0,14.1,152.0,1.27,14.8,66.0,149.0,16x18
True,Prince,Twistpower X100 Tour,100.0,27.0,25.0,318.0,33.0,326.0,14.9,158.0,1.27,17.0,66.0,141.1,16x18
True,Prince,Twistpower X105 (290g),105.0,27.0,27.0,303.0,32.0,312.0,15.0,165.0,1.39,15.7,63.0,139.0,16x19
True,Prince,Vortex 300g,100.0,27.0,23.0,318.0,32.5,321.0,15.7,160.0,1.28,16.9,65.0,148.5,14x21
